Locale,Model Name,Dataset,Sampling Rate,Model Class,Overview,Checkpoint
en-US,tts_en_fastpitch_align,LJSpeech,22050Hz,nemo.collections.tts.models.fastpitch.FastPitchModel,`tts_en_fastpitch (aligner) <https://ngc.nvidia.com/catalog/models/nvidia:nemo:tts_en_fastpitch>`_,``https://api.ngc.nvidia.com/v2/models/nvidia/nemo/tts_en_fastpitch/versions/1.8.1/files/tts_en_fastpitch_align.nemo``
