Locale,Model Name,Dataset,Sampling Rate,#Spk,Model Class,Overview,Checkpoint
en-US,tts_en_mixertts,LJSpeech,22050Hz,1,nemo.collections.tts.models.MixerTTSModel,`tts_en_mixertts <https://ngc.nvidia.com/catalog/models/nvidia:nemo:tts_en_mixertts>`_,``https://api.ngc.nvidia.com/v2/models/nvidia/nemo/tts_en_mixertts/versions/1.0.0/files/tts_en_mixertts.nemo``
